,MNN_ID,MNN_NAME,MNN_CODE
4358,58,Донепезил,donepezil
4362,1281,Железа карбоксимальтозат,zheleza_karboksimaltozat
4383,1417,"Ацетилсалициловая кислота, Клопидогрел",atsetilsalitsilovaya_kislota_klopidogrel
4393,1645,"Офлоксацин, Метилурацил, Лидокаин",ofloksatsin_metiluratsil_lidokain
4394,804,Гранисетрон,granisetron
4405,566,Мупироцин,mupirotsin
4408,931,Аллерген бактерий туберкулезный рекомбинантный,allergen_bakteriy_tuberkuleznyy_rekombinantnyy
4414,2229,"Фузидиновая кислота, Диоксометилтетрагидропиримидин",fuzidinovaya_kislota_dioksometiltetragidropirimidin
4423,357,Глицин,glitsin
4425,904,"Адапален, Клиндамицин",adapalen_klindamitsin
4429,1582,"Морская соль, Экстракт трав",morskaya_sol_ekstrakt_trav
4432,1138,"Вода морская , Алоэ вера экстр., Ромашки цветки",voda_morskaya_aloe_vera_ekstr_romashki_tsvetki
4434,71,Диеногест,dienogest
4442,1135,"Вода Адриатического океана, Эвкалипта масло",voda_adriaticheskogo_okeana_evkalipta_maslo
4445,1794,Силодозин,silodozin
4450,670,Сультамициллин,sultamitsillin
4452,1840,Теноксикам,tenoksikam
4458,431,"Биматопрост, Тимолол",bimatoprost_timolol
4462,917,Винбластин,vinblastin
4463,1084,Бримонидин,brimonidin
4472,1438,"Кофеин, Кодеин, Парацетамол, Пропифеназон",kofein_kodein_paratsetamol_propifenazon
4473,1688,"Пиперациллин, [Тазобактам]",piperatsillin_tazobaktam
4476,1324,Индакатерол,indakaterol
4481,1050,Бендамустин,bendamustin
4482,2123,Паливизумаб,palivizumab
4492,908,Азацитидин,azatsitidin
4523,1595,Натализумаб,natalizumab
4530,1764,Рофлумиласт,roflumilast
4531,1927,Финголимод,fingolimod
4537,619,Гозерелин,gozerelin
4538,2006,Элтромбопаг,eltrombopag
4543,747,Винкристин,vinkristin
4551,635,Зафирлукаст,zafirlukast
4554,1855,Тикагрелор,tikagrelor
4564,631,Золмитриптан,zolmitriptan
4572,712,Баклофен,baklofen
4573,2182,Бовактант,bovaktant
4584,1386,Камбиогенплазмид,kambiogenplazmid
4597,266,Фоллитропин бета,follitropin_beta
4598,1238,Деносумаб,denosumab
4609,1733,Прукалоприд,prukaloprid
4611,60,Этоногестрел,etonogestrel
4614,2222,Биматопрост,bimatoprost
4628,2111,"Адапален, Бензоила пероксид",adapalen_benzoila_peroksid
4632,1449,Кровохлебки корневища с корнями,krovokhlebki_kornevishcha_s_kornyami
4658,942,"Алоэ экстр., Аронии черноплодной сок, Аскорбиновая кислота",aloe_ekstr_aronii_chernoplodnoy_sok_askorbinovaya_kislota
4660,1017,Ацетазоламид,atsetazolamid
4669,990,Бактериофаг клебсиелл,bakteriofag_klebsiell
4673,1008,"Аскорбиновая кислотa, Эхинацея",askorbinovaya_kislota_ekhinatseya
4675,1981,"Ципрофлоксацин, Дексаметазон",tsiprofloksatsin_deksametazon
4681,1509,"Лотос, Ямс, Туя, Финик",lotos_yams_tuya_finik
4683,1250,"Диклофенак натрия, Тиамин, Пиридоксин, Цианокобаламин",diklofenak_natriya_tiamin_piridoksin_tsianokobalamin
4687,1225,Деквалиния хлорид,dekvaliniya_khlorid
4703,1261,"Дифенгидрамин, Нафазолин",difengidramin_nafazolin
4705,1083,"Боярышника плоды, Солодки корни, Каштана конского семена, Шиповника плоды",boyaryshnika_plody_solodki_korni_kashtana_konskogo_semena_shipovnika_plody
4715,1842,"Тенофовир, Эмтрицитабин",tenofovir_emtritsitabin
4720,1797,"Алюминия гидроксид, Магния гидроксид, Симетикон",alyuminiya_gidroksid_magniya_gidroksid_simetikon
4730,871,Березы листья,berezy_listya
4731,890,Шиповника плоды,shipovnika_plody
4737,2185,"Поливитамины, Минеральные соли",polivitaminy_mineralnye_soli
4740,2405,"Камфора, Эвкалиптовое масло",kamfora_evkaliptovoe_maslo
4741,70,Эхинацеи пурпурной трава,ekhinatsei_purpurnoy_trava
4747,841,Бадяга,badyaga
4760,485,"Ибупрофен, Парацетамол",ibuprofen_paratsetamol
4768,1773,Саквинавир,sakvinavir
4769,2069,Винкаалкалоиды,vinkaalkaloidy
4773,1361,Кабазитаксел,kabazitaksel
4774,1712,Полиминералы,polimineraly
4776,1495,Линаглиптин,linagliptin
4782,1625,"Номегэстрол, Эстрадиол",nomegestrol_estradiol
4792,872,"Аира корневища, Валерианы корневища с корнями, Крапивы листья, Крушины кора, Мята переч листья",aira_kornevishcha_valeriany_kornevishcha_s_kornyami_krapivy_listya_krushiny_kora_myata_perech_listya
4793,1673,Пастушьей сумки трава,pastushey_sumki_trava
4802,1975,"Шалфея экстракт, Шалфея масло, Гесперидин",shalfeya_ekstrakt_shalfeya_maslo_gesperidin
4810,1173,Гидрохлоротиазид,gidrokhlorotiazid
4812,2028,Этилтиобезимидазола Гидробромид,etiltiobezimidazola_gidrobromid
4813,380,Алимемазин,alimemazin
4829,1256,Динопрост,dinoprost
4839,746,Мелатонин,melatonin
4841,314,Фентиконазол,fentikonazol
4842,1583,Морфолиний-Метил-Триазолил-Тиоацетат,morfoliniy_metil_triazolil_tioatsetat
4845,1747,Ретинола пальмитат,retinola_palmitat
4848,1540,"Анетол, 2,4-дихлорбензиловый спирт, Ментол, Мяты переч. масло",anetol_2_4_dikhlorbenzilovyy_spirt_mentol_myaty_perech_maslo
4852,1593,"Напроксен, Эзомепразол",naproksen_ezomeprazol
4863,1525,Масло чесночное,maslo_chesnochnoe
4882,1591,Налидиксовая кислота,nalidiksovaya_kislota
4891,93,Ганцикловир,gantsiklovir
4892,432,"Бримонидин, Тимолол",brimonidin_timolol
4902,1766,Рупатадина фумарат,rupatadina_fumarat
4907,734,Преноксдиазин,prenoksdiazin
4908,1547,"Подорожника ланц экст., Тимьяна экст., Ромашки экст., Аскорбиновая кислота, Мелиссы экст.",podorozhnika_lants_ekst_timyana_ekst_romashki_ekst_askorbinovaya_kislota_melissy_ekst
4909,1610,"Натрия хлорид, Калия хлорид, Кальция хлорид, Бензалкония хлорид",natriya_khlorid_kaliya_khlorid_kaltsiya_khlorid_benzalkoniya_khlorid
4915,1369,"Калия бромид, Горицвета сухого экстр",kaliya_bromid_goritsveta_sukhogo_ekstr
4918,1548,"Метамизол Натрия, Кофеин, Тиамин",metamizol_natriya_kofein_tiamin
4919,2180,"Янтарная кислота, Меглюмин, Рибоксин, Метионин, Никотинамид",yantarnaya_kislota_meglyumin_riboksin_metionin_nikotinamid
4933,1969,Циклесонид,tsiklesonid
4951,1271,"Дроспиренон, Этинилэстрадиол, Кальция Левомефолинат",drospirenon_etinilestradiol_kaltsiya_levomefolinat
4975,1553,"Метилсалицилат, Рацементол",metilsalitsilat_ratsementol
4976,899,Абиратерон,abirateron
4989,2220,Тромбовазим,trombovazim
4990,1315,Имихимод,imikhimod
4992,1734,Пчелиный воск,pchelinyy_vosk
5033,982,Анидулафунгин,anidulafungin
5037,1668,"Парацетамол, Фенилэфрин",paratsetamol_fenilefrin
5040,1391,"Камфора, Скипидар, Эвкалипта масло, Левоментол",kamfora_skipidar_evkalipta_maslo_levomentol
5048,1957,Цертолизумаба Пэгол,tsertolizumaba_pegol
5051,574,Бенциклан,bentsiklan
5069,599,Метилдопа,metildopa
5077,310,Цефепим,tsefepim
5088,590,Прометазин,prometazin
5092,224,Хлоропирамин,khloropiramin
5101,1280,Железа III гидроксид полиизомальтозат,zheleza_iii_gidroksid_poliizomaltozat
5104,1478,"Лерканидипин, Эналаприл",lerkanidipin_enalapril
5107,934,Аллергены бактерий,allergeny_bakteriy
5113,1435,Корифоллитропин альфа,korifollitropin_alfa
5119,909,Азенапин,azenapin
5121,2078,Кальция гидроксиапатит,kaltsiya_gidroksiapatit
5124,1163,Гиалуроновая кислота,gialuronovaya_kislota
5131,997,Артикаин,artikain
5136,1203,Голимумаб,golimumab
5138,1933,"Фоллитропин альфа, Лутропин альфа",follitropin_alfa_lutropin_alfa
5209,690,Кломифен,klomifen
5215,1763,Ротиготин,rotigotin
5236,1147,Гатифлоксацин,gatifloksatsin
5239,2108,"Глицин, Глутаминовая кислота, Цистин",glitsin_glutaminovaya_kislota_tsistin
5244,1579,"Молочная кислота, гликоген",molochnaya_kislota_glikogen
5248,96,Непафенак,nepafenak
5253,1402,"Кармеллоза натрия, Глицерол",karmelloza_natriya_glitserol
5264,1297,"Спираль с золотом, медь",spiral_s_zolotom_med
5266,2094,"Калия хлорид, Натрия гидрокарбонат, Натрия хлорид",kaliya_khlorid_natriya_gidrokarbonat_natriya_khlorid
5279,1655,"Парацетамол, Аскорбиновая кислота",paratsetamol_askorbinovaya_kislota
5280,1179,"Гинестеин, Резвиратрол, Вит.D и K",ginestein_rezviratrol_vit_d_i_k
5307,977,"Ампициллин, Оксациллин",ampitsillin_oksatsillin
5308,1576,Бензилдиметил-миристоиламино-пропиламмоний,benzildimetil_miristoilamino_propilammoniy
5315,640,Апротинин,aprotinin
5316,1716,"Декспантенол, Преднизолон, Лидокаин",dekspantenol_prednizolon_lidokain
5321,542,Бромокриптин,bromokriptin
5323,59,"Мелоксикам, Хондроитина сульфат",meloksikam_khondroitina_sulfat
5329,1811,Стрептомицин,streptomitsin
5332,1896,Улипристал,ulipristal
5333,2156,Кальция-фосфатный буферный раствор,kaltsiya_fosfatnyy_bufernyy_rastvor
5335,1889,Тыквы обыкновенной семена,tykvy_obyknovennoy_semena
5337,1521,"Магалдрат, симетикон",magaldrat_simetikon
5339,1235,"Расторопши пятнистой плодов экстракт, Фосфолипиды",rastoropshi_pyatnistoy_plodov_ekstrakt_fosfolipidy
5342,1865,Толперизон,tolperizon
5345,1493,Лимонника китайского семена,limonnika_kitayskogo_semena
5358,1166,"Гидрокортизон, Лидокаин",gidrokortizon_lidokain
5387,1342,Интерферон бета-1b,interferon_beta_1b
5388,1045,Белимумаб,belimumab
5390,672,Левамизол,levamizol
5391,1328,Индолкарбинол,indolkarbinol
5400,1249,"Диеногест, Эстрадиол",dienogest_estradiol
5401,1695,Полисахариды Streptococcus pneumoniae,polisakharidy_streptococcus_pneumoniae
5417,1253,Диметиловый эфир,dimetilovyy_efir
5418,1910,"Парацетамол, Аскорбиновая кислота, Кофеин, Фенирамин, Фенилэфрин",paratsetamol_askorbinovaya_kislota_kofein_feniramin_fenilefrin
5429,1835,Телапревир,telaprevir
5437,719,Норэтистерон,noretisteron
5445,853,Натрия нуклеинат,natriya_nukleinat
5447,1841,Тенофовир,tenofovir
5448,1925,Фильтрат фермента ржи,filtrat_fermenta_rzhi
5451,530,Триамцинолон,triamtsinolon
5462,1065,Бета-Аланин,beta_alanin
5476,1703,Подорожника овального семян оболочка,podorozhnika_ovalnogo_semyan_obolochka
5479,603,"Камфора, Сосны обыкновенной хвои масло, Эвкалипта прутовидного листьев масло",kamfora_sosny_obyknovennoy_khvoi_maslo_evkalipta_prutovidnogo_listev_maslo
5511,2223,"Гидроксиэтилкрахмал, натрия хлорид, калия хлорид, кальция хлорид, магния хлорид, натрия ацетат, ябл. к-та",gidroksietilkrakhmal_natriya_khlorid_kaliya_khlorid_kaltsiya_khlorid_magniya_khlorid_natriya_atsetat_yabl_k_ta
5528,1169,Гидроксиалюминия трисульфоффталоцианин,gidroksialyuminiya_trisulfofftalotsianin
5529,1640,"Орнидазол, Офлоксацин",ornidazol_ofloksatsin
5536,1741,Ранолазин,ranolazin
5540,1510,Магний гидрокарбонат,magniy_gidrokarbonat
5545,1572,Микофенолата мофетил,mikofenolata_mofetil
5548,1104,Вакцина для профилактики бешенства,vaktsina_dlya_profilaktiki_beshenstva
5549,1452,"Ксилометазолин, [Декспантенол]",ksilometazolin_dekspantenol
5551,1276,Желатина таннат,zhelatina_tannat
5556,1341,Интерферон бета-1a,interferon_beta_1a
5559,2106,Апиксабан,apiksaban
5561,1955,Цепэгинтерферон Альфа-2B,tsepeginterferon_alfa_2b
5564,1087,"Бромгексин, Гвайфенезин, Сальбутамол, Рацементол",bromgeksin_gvayfenezin_salbutamol_ratsementol
5570,1079,Боцепревир,botseprevir
5580,1469,Ларонидаза,laronidaza
5593,1121,Винфлунин,vinflunin
5594,1321,Иммуноглобулин человека против гепатита В,immunoglobulin_cheloveka_protiv_gepatita_v
5598,1183,Гипромелоза,gipromeloza
5601,1397,Капреомицин,kapreomitsin
5614,1042,"Бекламетазон, Гентамицин, Клотримазол",beklametazon_gentamitsin_klotrimazol
5617,1870,Кипрея трава,kipreya_trava
5629,1900,Урофоллитропин,urofollitropin
5633,1581,"Мометазон, Формотерол",mometazon_formoterol
5657,1030,"Базилика священного, Солодки голой, Адатоды сосудистой, Альпинии Галанги, Перца длинного, Мяты полев",bazilika_svyashchennogo_solodki_goloy_adatody_sosudistoy_alpinii_galangi_pertsa_dlinnogo_myaty_polev
5660,2399,"Толперизон, [Лидокаин]",tolperizon_lidokain
5664,780,Терипаратид,teriparatid
5672,1316,Иммуноглобулин антирабический,immunoglobulin_antirabicheskiy
5676,1498,Лиофилизированная культура лактобактерий Lactobacillus casei rhamnosus Doderleini,liofilizirovannaya_kultura_laktobakteriy_lactobacillus_casei_rhamnosus_doderleini
5677,1184,Глибенкламид,glibenklamid
5681,1620,Никорандил,nikorandil
5685,1824,"Сульфаэтидол, Облепихи масло, Бензокаин",sulfaetidol_oblepikhi_maslo_benzokain
5689,1474,"Левотироксин натрия, Калия йодид",levotiroksin_natriya_kaliya_yodid
5693,79,Иксабепилон,iksabepilon
5696,1904,Фактор Свертывания Крови Ix,faktor_svertyvaniya_krovi_ix
5697,1012,Атозибан,atoziban
5700,1562,"Метронидазол, Миконазол, Лидокаин",metronidazol_mikonazol_lidokain
5709,1016,Аценокумарол,atsenokumarol
5714,1949,Хлорохин,khlorokhin
5719,1567,"Метформина гидрохлорид, Саксаглиптин",metformina_gidrokhlorid_saksagliptin
5723,1600,"Натрия бикарбонат, Калия битартрат, Полиэтиленгликоль",natriya_bikarbonat_kaliya_bitartrat_polietilenglikol
5726,963,"Амлодипин, Бисопролол",amlodipin_bisoprolol
5735,1538,"Алтея кор., Ромашка цв., Хвощ тр., Грец. орех лист, Тысячелистник тр., Дуб кор., Одуванчик тр.",alteya_kor_romashka_tsv_khvoshch_tr_grets_orekh_list_tysyachelistnik_tr_dub_kor_oduvanchik_tr
5741,1677,"Перец стрючковый, Лаванда масло",perets_stryuchkovyy_lavanda_maslo
5751,2074,Колистиметат натрия,kolistimetat_natriya
5752,1348,Йодиксанол,yodiksanol
5753,1346,Йогексол,yogeksol
5759,1451,"Лактобактерии ацидофиллус, Бифидобактерии инфантис, Энтерококки, Цинка оксид, L-селенометионин",laktobakterii_atsidofillus_bifidobakterii_infantis_enterokokki_tsinka_oksid_l_selenometionin
5764,1213,Дактиномицин,daktinomitsin
5765,2003,Экулизумаб,ekulizumab
5773,1864,Флурбипрофен,flurbiprofen
5794,1742,Раствор изотонический,rastvor_izotonicheskiy
5799,1686,Пиона экстракт,piona_ekstrakt
5803,1867,Тофацитиниб,tofatsitinib
5823,2228,Планценты человека гидролизат,plantsenty_cheloveka_gidrolizat
5827,2552,"Бетаметазон, Мупироцин",betametazon_mupirotsin
5832,1351,Йопромид,yopromid
5835,2090,"Пирацетам, Тиотриазолин",piratsetam_tiotriazolin
5842,1626,"Вакцина для профилактики ротавирусной инфекции,пентавалентная, живая",vaktsina_dlya_profilaktiki_rotavirusnoy_infektsii_pentavalentnaya_zhivaya
5869,769,Фенитоин,fenitoin
5886,1863,"Тиротрицин, Бензалкония хлорид, Бензокаин",tirotritsin_benzalkoniya_khlorid_benzokain
5899,1193,"Мяты перечной листьев масло, Сульфаниламид, Сульфатиазол, Тимол, Эвкалипта прутовидного листьев масло",myaty_perechnoy_listev_maslo_sulfanilamid_sulfatiazol_timol_evkalipta_prutovidnogo_listev_maslo
5910,1110,"Валерианы лекарствен.настойка, Камфора, Мяты переч.масло",valeriany_lekarstven_nastoyka_kamfora_myaty_perech_maslo
5915,2019,Эрибулин,eribulin
5920,849,"Боярышника плоды, Мелиссы лекарственной трава, Пустырника трава, Шиповника плоды, Эхинацеи пурпурн трава",boyaryshnika_plody_melissy_lekarstvennoy_trava_pustyrnika_trava_shipovnika_plody_ekhinatsei_purpurn_trava
5928,1778,"Сальбутамол, Теофиллин",salbutamol_teofillin
5963,1442,"Кофеин, Эрготамин",kofein_ergotamin
5965,38,"Диоксометилтетрагидропиримидин, Хлорамфеникол",dioksometiltetragidropirimidin_khloramfenikol
5967,2107,Молочная кислота,molochnaya_kislota
5975,972,"Амлодипин, Телмисартан",amlodipin_telmisartan
5987,657,Дипиридамол,dipiridamol
5991,1659,"Парацетамол, Аскорбиновая кислота, Фенилэфрин, Рутозит, Янтарная кислота",paratsetamol_askorbinovaya_kislota_fenilefrin_rutozit_yantarnaya_kislota
5999,2076,"Небиволол, Гидрохлоротиазид",nebivolol_gidrokhlorotiazid
6001,971,"Амлодипин, Небиволол",amlodipin_nebivolol
6011,1718,Примидон,primidon
6012,2187,Антитоксин ботулинический типа В,antitoksin_botulinicheskiy_tipa_v
6013,1616,Неомицин,neomitsin
6014,1257,"Диоксометилтетрагидропиримидин, Ретинол",dioksometiltetragidropirimidin_retinol
6038,2018,Эрдостеин,erdostein
6045,1229,Дексмедетомидин,deksmedetomidin
6048,900,Агалсидаза бета,agalsidaza_beta
6068,1066,"Эшшольции сухой экстракт, Боярышника сухой экстрак, Магния оксид",eshsholtsii_sukhoy_ekstrakt_boyaryshnika_sukhoy_ekstrak_magniya_oksid
6071,1765,Руксолитиниб,ruksolitinib
6077,1792,Сибутрамин,sibutramin
6101,1965,Цефтаролина фосамил,tseftarolina_fosamil
6128,2060,Вакцина для профилактики бруцеллеза,vaktsina_dlya_profilaktiki_brutselleza
6136,702,"Монаколин, Фолиевая кислота, Коэнзим Q10, Астаксантин",monakolin_folievaya_kislota_koenzim_q10_astaksantin
6138,1618,Нефопам,nefopam
6139,127,Женьшень,zhenshen
6146,1515,Парекоксиб,parekoksib
6147,1448,Кризотиниб,krizotinib
6148,919,Акситиниб,aksitinib
6172,1304,Имбиря лекарственного корневищ порошок,imbirya_lekarstvennogo_kornevishch_poroshok
6173,305,"Фенхеля плоды, Аниса плоды, Липы цветки, Алтея корни, Чабреца трава",fenkhelya_plody_anisa_plody_lipy_tsvetki_alteya_korni_chabretsa_trava
6174,2087,"Ромашки аптечной цветки, Мелиссы трава, Мяты перечной трава, Липы цветки, Фенхеля плоды",romashki_aptechnoy_tsvetki_melissy_trava_myaty_perechnoy_trava_lipy_tsvetki_fenkhelya_plody
6175,1875,"Липы цветки, цветки бузины, плоды фенхеля, цветки мальвы, трава тимьяна",lipy_tsvetki_tsvetki_buziny_plody_fenkhelya_tsvetki_malvy_trava_timyana
6179,1029,Бадана толстолистного корневища,badana_tolstolistnogo_kornevishcha
6180,1434,"Кориандра плоды, Крушины ольховидной кора, Сенны остролистной листья, Солодки корни, Тысячелистника",koriandra_plody_krushiny_olkhovidnoy_kora_senny_ostrolistnoy_listya_solodki_korni_tysyachelistnika
6197,1585,Мочевина,mochevina
6198,1666,"Декстрометорфана, Парацетамол, Псевдоэфедрин",dekstrometorfana_paratsetamol_psevdoefedrin
6199,1019,Ацетиламинонитропропоксибензол,atsetilaminonitropropoksibenzol
6204,1575,Миноциклин,minotsiklin
6212,1999,Клюквы экстракт,klyukvy_ekstrakt
6222,196,"Валерианы лек. корневищ с корн настойка, Ландыша тр настойка, Нитроглицерин, Левоментол",valeriany_lek_kornevishch_s_korn_nastoyka_landysha_tr_nastoyka_nitroglitserin_levomentol
6225,1122,Висмодегиб,vismodegib
6227,2073,Карбоксим,karboksim
6271,463,Клемастин,klemastin
6294,405,Амитриптилин,amitriptilin
6295,1088,Бромдигидрохлорфенилбензодиазепин,bromdigidrokhlorfenilbenzodiazepin
6307,1118,Вемурафениб,vemurafenib
6314,1534,"Мелоксикам, Перца стручкового плодов настойка",meloksikam_pertsa_struchkovogo_plodov_nastoyka
6316,2174,"Кальций, Магний, Цинк, Колекальциферол, Аскорбиновая кислота",kaltsiy_magniy_tsink_kolekaltsiferol_askorbinovaya_kislota
6323,1187,Гликопиррония бромид,glikopirroniya_bromid
6326,1724,Пластохинонилдецилтрифенилфосфония бромид,plastokhinonildetsiltrifenilfosfoniya_bromid
6330,2152,Полигуанидин гидрохлорид,poliguanidin_gidrokhlorid
6334,2452,Фосапрепитант,fosaprepitant
6335,504,Ботулинический токсин типа A-гемагглютинин комплекс,botulinicheskiy_toksin_tipa_a_gemagglyutinin_kompleks
6341,1127,Висмута трикалия дицитрат,vismuta_trikaliya_ditsitrat
6350,2047,"Минеральные масла, тилоксапол, глицерин, полоксамер 188, трометамин, трис гидрохлорид, очищ.вода",mineralnye_masla_tiloksapol_glitserin_poloksamer_188_trometamin_tris_gidrokhlorid_ochishch_voda
6354,1828,Антитоксин яда гадюки обыкновенной,antitoksin_yada_gadyuki_obyknovennoy
6368,2027,Этилметилгидроксипиридина малат,etilmetilgidroksipiridina_malat
6371,2070,"Винпоцетин, Индапамид, Метопролол, Эналаприл",vinpotsetin_indapamid_metoprolol_enalapril
6389,2233,Эсцина лизинат,estsina_lizinat
6390,1071,"Бифидобактерии бифидум, кишечные палочки",bifidobakterii_bifidum_kishechnye_palochki
6400,421,"Расторопши экстр.сухой, бифидобактерии бифидум, лактобактерии ферментум",rastoropshi_ekstr_sukhoy_bifidobakterii_bifidum_laktobakterii_fermentum
6408,618,"Ацетилсалициловая кислота, Глицин",atsetilsalitsilovaya_kislota_glitsin
6424,2550,Диэтилбензимидазолия трийодид,dietilbenzimidazoliya_triyodid
6435,1209,Пиридостигмина бромид,piridostigmina_bromid
6448,1511,"Магния аскорбат, Магния цитрат",magniya_askorbat_magniya_tsitrat
6450,1200,Глюконат цинка,glyukonat_tsinka
6451,1068,Бивалирудин,bivalirudin
6458,1831,Тафлупрост,tafluprost
6470,2189,"Натрия гиалуронат, Гепарин натрия",natriya_gialuronat_geparin_natriya
6473,1473,Левокабастин,levokabastin
6477,2053,Протеинат серебра,proteinat_serebra
6506,517,"Гидрохлоротиазид, Триамтерен",gidrokhlorotiazid_triamteren
6518,1664,"Дротаверин, Парацетамол",drotaverin_paratsetamol
6519,1115,Вандетаниб,vandetanib
6531,2489,"Lactobacillus rhamnosus GG (4?109 КОЕ),мальтодекстрин, лиофилизированные фруктоолигосахариды",lactobacillus_rhamnosus_gg_4_109_koe_maltodekstrin_liofilizirovannye_fruktooligosakharidy
6540,966,"Амлодипин, Лозартан",amlodipin_lozartan
6544,112,"Интерферон альфа-2b, Метронидазол, Флуконазол",interferon_alfa_2b_metronidazol_flukonazol
6545,979,Амфотерицин B липидный комплекс,amfoteritsin_b_lipidnyy_kompleks
6549,978,Амтолметин гуацил,amtolmetin_guatsil
6554,1158,"Гепарин натрия, Лидокаин, Преднизолон",geparin_natriya_lidokain_prednizolon
6557,2403,Клевера травы экстракт,klevera_travy_ekstrakt
6564,1022,"Селенистой кислоты раствор 0.9% в 90% 2,2-дихлорпропионовой кислоте",selenistoy_kisloty_rastvor_0_9_v_90_2_2_dikhlorpropionovoy_kislote
6565,913,"Цинка 2-хлорпропионата раствор 1,5% в 2-хлорпропионовой кислоте",tsinka_2_khlorpropionata_rastvor_1_5_v_2_khlorpropionovoy_kislote
6568,1808,Спираприл,spirapril
6571,1506,"Ломефлоксацин, Пиразинамид, Протионамид, Этамбутол, Пиридоксин",lomefloksatsin_pirazinamid_protionamid_etambutol_piridoksin
6585,2170,"Бузины черной цветки, Аскорбиновая кислота, Цинк",buziny_chernoy_tsvetki_askorbinovaya_kislota_tsink
6595,2093,"Эстриол, Прогестерон, Эубиотик",estriol_progesteron_eubiotik
6624,1004,"Аскорбиновая кислота, Рутозид",askorbinovaya_kislota_rutozid
6628,1400,Карбетоцин,karbetotsin
6631,549,Акарбоза,akarboza
6638,1241,Десфлуран,desfluran
6659,641,"Ацетилсалициловая кислота, Аскорбиновая кислота",atsetilsalitsilovaya_kislota_askorbinovaya_kislota
6669,1714,"Пиридоксин, Тиамин",piridoksin_tiamin
6679,232,Вакцина для профилактики туберкулеза,vaktsina_dlya_profilaktiki_tuberkuleza
6681,1508,"Макрогол, Натрия хлорид, Натрия гидрокарбонат, Калия хлорид",makrogol_natriya_khlorid_natriya_gidrokarbonat_kaliya_khlorid
6687,1195,Глицирризиновая кислота,glitsirrizinovaya_kislota
6690,1139,"Вода морская, Эктоин",voda_morskaya_ektoin
6709,1623,"Нитрендипин, Эналаприл",nitrendipin_enalapril
6716,1845,"Тербинафин, Мочевина",terbinafin_mochevina
6729,896,L-изолейцил-L-глутамил-L-триптофан натрия,l_izoleytsil_l_glutamil_l_triptofan_natriya
6739,818,"Декспантенол, Морская соль, Эфирные масла",dekspantenol_morskaya_sol_efirnye_masla
6741,1406,Каштана конского семян экстр.,kashtana_konskogo_semyan_ekstr
6745,1403,Карнитин,karnitin
6774,534,"Амброксол, Натрия гидрокарбонат, Натрия глицирризинат, Термопсиса экстракт",ambroksol_natriya_gidrokarbonat_natriya_glitsirrizinat_termopsisa_ekstrakt
6782,1237,"Декстрометорфан, Парацетамол, Псевдоэфедрин, Аскорбиновая кислота",dekstrometorfan_paratsetamol_psevdoefedrin_askorbinovaya_kislota
6795,954,"Амброксол, Натрия глицерризинат, Тимьяна ползучего травы экстракт",ambroksol_natriya_glitserrizinat_timyana_polzuchego_travy_ekstrakt
6802,1025,"Ацикловир, Гидрокортизон",atsiklovir_gidrokortizon
6804,1423,Кокарбоксилаза,kokarboksilaza
6825,968,"Амлодипин, Рамиприл",amlodipin_ramipril
6836,1565,"Метформин, Сибутрамин, Целлюлоза Микрокристаллическая",metformin_sibutramin_tsellyuloza_mikrokristallicheskaya
6845,1178,Гинестеин,ginestein
6851,2161,"Мать-и-мачехи листья ,  Подорожника большого листья ,  Солодки корни",mat_i_machekhi_listya_podorozhnika_bolshogo_listya_solodki_korni
6855,1963,Цефдиторен,tsefditoren
6865,1265,Докозанол,dokozanol
6874,1300,Зонисамид,zonisamid
6877,2097,Перампанел,perampanel
6886,1730,Протионамид,protionamid
6899,910,Азилсартана медоксомил,azilsartana_medoksomil
6906,1185,"Гликлазид, Метформин",gliklazid_metformin
6919,1721,Прокаин,prokain
6920,1372,Калия хлорид,kaliya_khlorid
6927,1177,Гимекромон,gimekromon
6928,1410,"Амоксициллин, Кларитромицин, Лансопразол",amoksitsillin_klaritromitsin_lansoprazol
6933,1722,Проксодолол,proksodolol
6935,1888,"Тропикамид, Фенилэфрин",tropikamid_fenilefrin
6939,1379,"Кальция глюконат, Колекальциферол",kaltsiya_glyukonat_kolekaltsiferol
6955,1652,Пантокрин,pantokrin
6964,1431,Копеечник забытый корни,kopeechnik_zabytyy_korni
6970,1799,Скипидар живичный,skipidar_zhivichnyy
6977,172,Оротовая кислота,orotovaya_kislota
7008,1125,"Амоксициллин, Сульбактам",amoksitsillin_sulbaktam
7009,454,Празиквантел,prazikvantel
7029,298,Гамма-аминомасляная кислота,gamma_aminomaslyanaya_kislota
7063,708,Тиоридазин,tioridazin
7068,285,Пропранолол,propranolol
7069,2054,Набор реактивов,nabor_reaktivov
7095,2039,Этофенамат,etofenamat
7148,1780,Сапроптерин,sapropterin
7182,1093,Буспирон,buspiron
7199,1333,Инсулин деглудек,insulin_degludek
7200,953,Амбризентан,ambrizentan
7202,1790,Серелаксин,serelaksin
7205,1196,"Глутарал, Пропанол, Этанол",glutaral_propanol_etanol
7210,1298,"Золототысячника трава, Любистока лекарственного корни, Розмарина обыкновенного листья",zolototysyachnika_trava_lyubistoka_lekarstvennogo_korni_rozmarina_obyknovennogo_listya
7212,2102,Дапаглифлозин,dapagliflozin
